index,tiras,negatividade,neutralidade,positividade,sentimento_dominante,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,p_toxicity,Creator Name,Game Environment,Video Name,toxicidade,class_detoxify,class_perspective,classificacao_ia,texto_exibicao
44,"Ah, mas ele vai pagar Olha só, ele voltou pra mansão dele também E agora tá de noite, é o momento perfeito pro Cadres fazer um encontro romântico com a namorada dele Por isso, eu vou me disfarçar de namorada Eu consigo me disfarçar e ficar igual a namorada dele E agora eu vou visitar o Cadres na casa dele, só que ele não pode ver eu saindo É meio arriscado se eu sair dessa porta Vamos esperar ele fazer outra coisa, que ele tá bem ali na janela agora Olha ali, ele tá se mexendo, ele foi pra lá, perfeito Sai, sai, sai, deixa eu vir aqui pra trás E eu vou dar volta pelo mato pra vir pelo outro lado Eu tô esperando minha namorada, eu preciso deixar tudo pronto Inclusive os ouros, eu tenho um pouco aqui, mas eu tenho mais lá no porão Aqui, vamos vir pelo lado da casa antiga do Cadres Eu tô chegando aí na mansão dele, agora eu vou ficar quietinho Ah, a minha namorada, ela já chegou Oi, oi, oi, oi, oi Não vai me responder, não? Você tá meio quieta Tá um ouro aí pra te animar Eu peguei e mineirei o dia inteiro hoje pra conseguir um monte de ouro Agora você tá feliz?",0.1194439902901649,0.5843833684921265,0.2961726486682892,NEU,0.0439637042582035,0.0020396157633513,0.0247213207185268,0.0020234710536897,0.0258641578257083,0.0014359771739691,0.0113856000825762,0.08716487,Athos,Minecraft,100 DIAS TROLANDO MEU AMIGO NO MINECRAFT - O Filme [xRTZ1IvgmAY],,NT,NT,NT,"🎬 Canal: Athos | 🎥 Vídeo: 100 DIAS TROLANDO MEU AMIGO NO MINECRAFT - O Filme [xRTZ1IvgmAY]
⏱️ Segmento/Index: 44
──────────────────────────────────────────────────
Fala transcrita:
""Ah, mas ele vai pagar Olha só, ele voltou pra mansão dele também E agora tá de noite, é o momento perfeito pro Cadres fazer um encontro romântico com a namorada dele Por isso, eu vou me disfarçar de namorada Eu consigo me disfarçar e ficar igual a namorada dele E agora eu vou visitar o Cadres na casa dele, só que ele não pode ver eu saindo É meio arriscado se eu sair dessa porta Vamos esperar ele fazer outra coisa, que ele tá bem ali na janela agora Olha ali, ele tá se mexendo, ele foi pra lá, perfeito Sai, sai, sai, deixa eu vir aqui pra trás E eu vou dar volta pelo mato pra vir pelo outro lado Eu tô esperando minha namorada, eu preciso deixar tudo pronto Inclusive os ouros, eu tenho um pouco aqui, mas eu tenho mais lá no porão Aqui, vamos vir pelo lado da casa antiga do Cadres Eu tô chegando aí na mansão dele, agora eu vou ficar quietinho Ah, a minha namorada, ela já chegou Oi, oi, oi, oi, oi Não vai me responder, não? Você tá meio quieta Tá um ouro aí pra te animar Eu peguei e mineirei o dia inteiro hoje pra conseguir um monte de ouro Agora você tá feliz?"""
22,"Música Música Música Música É agora o pai tá profissional, pô. Beleza pra mais ninguém nem jogar aqui não. Esse campeonato só pra Boteco tá no pavo. Não tem mais um pavo a que me tirar aqui não, parceiro.",0.226721853017807,0.4547148048877716,0.3185634016990661,NEU,0.0746954157948494,0.0019075921736657,0.0263019278645515,0.0027177883312106,0.0326073840260505,0.0025189381558448,0.0030011325143277,0.19124292,meu nome é david,Roblox,STUMBLE GUYS NA VIDA REAL O FILME - SUPER COMPILADO [KjRhJUTatR4],,NT,NT,NT,"🎬 Canal: meu nome é david | 🎥 Vídeo: STUMBLE GUYS NA VIDA REAL O FILME - SUPER COMPILADO [KjRhJUTatR4]
⏱️ Segmento/Index: 22
──────────────────────────────────────────────────
Fala transcrita:
""Música Música Música Música É agora o pai tá profissional, pô. Beleza pra mais ninguém nem jogar aqui não. Esse campeonato só pra Boteco tá no pavo. Não tem mais um pavo a que me tirar aqui não, parceiro."""
5,"Meu Deus, vai, vai. Vai verdinho, vai verdinho, eu confio. Vai, vai. Tu tem que se escorar atrás do negocinho pra eles não te derrubar, né. Por favor, já morreu um ali e já se fundiu com o outro ali. Morreu o outro e já se fundiu também. Só 3 sobrando. Ah, o verde já morreu, eu acho. Olha, esse aqui é inteligente, ó. Ó, ó, ó, ó, vai, vai, vai, vai. Corre, bichinho. Meu Deus. Boa, boa, passou os dois, vai. Agora vocês tem que decidir pra qual lado vocês vão. Vai um pra cá e outro pra lá pra decidir qual é o melhor. Aí depois o pretinho foi lá pelo lado, o verdinho também. O verdinho morreu, velho. Ah, o pretinho vai se matar agora, quer ver? Não, não, foi, foi. Não. Ah, velho, é muito difícil. Caramba, mano. Verdinho, vai verdinho, vai verdinho, vai verdinho, vai verdinho, vai verdinho. Vamos ver, vamos ver, eu confio em você, vai verdinho, vamos ver, eu confio em você, vamos ver, vamos ver, eu confio em você, se você morrer. Vai, por favor, eu confio em você. Não, corre, bichinho, corre.",0.2411283552646637,0.5157623291015625,0.2431093603372573,NEU,0.7225968241691589,0.0059679527767002,0.0494928807020187,0.0036128172650933,0.0961362272500991,0.1009694188833236,0.0144748939201235,0.2854937,Geleia,Minecraft,FALL GUYS no MINECRAFT INCRÍVEL [Gd81sB6c788],,GZ,GZ,GZ,"🎬 Canal: Geleia | 🎥 Vídeo: FALL GUYS no MINECRAFT INCRÍVEL [Gd81sB6c788]
⏱️ Segmento/Index: 5
──────────────────────────────────────────────────
Fala transcrita:
""Meu Deus, vai, vai. Vai verdinho, vai verdinho, eu confio. Vai, vai. Tu tem que se escorar atrás do negocinho pra eles não te derrubar, né. Por favor, já morreu um ali e já se fundiu com o outro ali. Morreu o outro e já se fundiu também. Só 3 sobrando. Ah, o verde já morreu, eu acho. Olha, esse aqui é inteligente, ó. Ó, ó, ó, ó, vai, vai, vai, vai. Corre, bichinho. Meu Deus. Boa, boa, passou os dois, vai. Agora vocês tem que decidir pra qual lado vocês vão. Vai um pra cá e outro pra lá pra decidir qual é o melhor. Aí depois o pretinho foi lá pelo lado, o verdinho também. O verdinho morreu, velho. Ah, o pretinho vai se matar agora, quer ver? Não, não, foi, foi. Não. Ah, velho, é muito difícil. Caramba, mano. Verdinho, vai verdinho, vai verdinho, vai verdinho, vai verdinho, vai verdinho. Vamos ver, vamos ver, eu confio em você, vai verdinho, vamos ver, eu confio em você, vamos ver, vamos ver, eu confio em você, se você morrer. Vai, por favor, eu confio em você. Não, corre, bichinho, corre."""
1,"O que foi que tu fez aí irmão? O que tu tiver feito continua fazendo, que deu certo, vai, vai, vai! Então são vocês que estão ajudando o Mario a resgatar a princesa? Então essa daqui é a tartaruga de 150 metros que ele falou pra gente? Eu não disse, pô, eu não disse, eu não disse, então de diabo é a seu tartaruga aí que tem 150 metros? Não é esse butaio que eu rei aí, ô? Grrrrrr! Eu já disse várias vezes que eu não sequestrei a princesa. Ela veio aqui na minha casa por conta própria. Eu não a convidei. Hahahaha!",0.1831185817718505,0.7355663776397705,0.0813150480389595,NEU,0.3122223019599914,0.0005729260155931,0.0675354301929473,0.0012488246429711,0.0423519015312194,0.0005676740547642,0.0015372005291283,0.3389984,meu nome é david,Roblox,FREE FIRE VS SUPER MARIO NA VIDA REAL PARTE 2 [InZakIhhub8],,GZ,GZ,GZ,"🎬 Canal: meu nome é david | 🎥 Vídeo: FREE FIRE VS SUPER MARIO NA VIDA REAL PARTE 2 [InZakIhhub8]
⏱️ Segmento/Index: 1
──────────────────────────────────────────────────
Fala transcrita:
""O que foi que tu fez aí irmão? O que tu tiver feito continua fazendo, que deu certo, vai, vai, vai! Então são vocês que estão ajudando o Mario a resgatar a princesa? Então essa daqui é a tartaruga de 150 metros que ele falou pra gente? Eu não disse, pô, eu não disse, eu não disse, então de diabo é a seu tartaruga aí que tem 150 metros? Não é esse butaio que eu rei aí, ô? Grrrrrr! Eu já disse várias vezes que eu não sequestrei a princesa. Ela veio aqui na minha casa por conta própria. Eu não a convidei. Hahahaha!"""
10,"Muita coisa. E os materiais pra fazer essa farm são estes daqui, ó. Você vai precisar de algumas águas, né? Cenouras pra plantar ali ou batata. Alguns blocos de construção e terra, mano. Esses aqui são os materiais, assim, gerais. E os que são o número exato são estes aqui, mano. 8 camas, 11 lajes, 2 barris, 7 placas de carvalho, 2 composteiras e 11 sapões de abeto. E os villagers, obviamente, você vai trazer aqui ou com barquinho, ou com carrinho, ou com cavalinho, ou com motinho, sei lá. O que você tiver aí no seu mapa. Então, Victor, explica pra nós aí mais uma vez como essa farmzinha aqui funciona, velho. Bom, gente, farm de villager é uma farm pré-histórica do Minecraft, mano. Isso aqui existe desde que o Minecraft é Minecraft. Mas é o seguinte, gente. Por que uma farm de villager? Uma farm de villager é importante pra você conseguir aí os seus livros encantados, pra você conseguir fazer uma farm de velha, uma farm de tenoura e batata e, enfim. E não só isso, ela é muito eficiente, rapaziada. Então, tenha um controle no seu mapa, mano. Tenha um jeito de você, meio que, bloquear ela. Um jeito fácil de você bloquear ela é removendo as câmaras. Todos vocês sabem, mas pra essa farm funcionar, o villager precisa dormir.",0.0545466877520084,0.9156988263130188,0.0297544561326503,NEU,0.0074020470492541,0.0050876289606094,0.0350581854581832,0.0034973924048244,0.0253633353859186,0.0030408028978854,0.0021057242993265,0.1269396,Geleia,Minecraft,3 FARMS SIMPLES para o MINECRAFT BEDROCK EDITION MCPE PE Windows 10 Xbox PS4 Switch [hknF7XpV6mg],,NT,NT,NT,"🎬 Canal: Geleia | 🎥 Vídeo: 3 FARMS SIMPLES para o MINECRAFT BEDROCK EDITION MCPE PE Windows 10 Xbox PS4 Switch [hknF7XpV6mg]
⏱️ Segmento/Index: 10
──────────────────────────────────────────────────
Fala transcrita:
""Muita coisa. E os materiais pra fazer essa farm são estes daqui, ó. Você vai precisar de algumas águas, né? Cenouras pra plantar ali ou batata. Alguns blocos de construção e terra, mano. Esses aqui são os materiais, assim, gerais. E os que são o número exato são estes aqui, mano. 8 camas, 11 lajes, 2 barris, 7 placas de carvalho, 2 composteiras e 11 sapões de abeto. E os villagers, obviamente, você vai trazer aqui ou com barquinho, ou com carrinho, ou com cavalinho, ou com motinho, sei lá. O que você tiver aí no seu mapa. Então, Victor, explica pra nós aí mais uma vez como essa farmzinha aqui funciona, velho. Bom, gente, farm de villager é uma farm pré-histórica do Minecraft, mano. Isso aqui existe desde que o Minecraft é Minecraft. Mas é o seguinte, gente. Por que uma farm de villager? Uma farm de villager é importante pra você conseguir aí os seus livros encantados, pra você conseguir fazer uma farm de velha, uma farm de tenoura e batata e, enfim. E não só isso, ela é muito eficiente, rapaziada. Então, tenha um controle no seu mapa, mano. Tenha um jeito de você, meio que, bloquear ela. Um jeito fácil de você bloquear ela é removendo as câmaras. Todos vocês sabem, mas pra essa farm funcionar, o villager precisa dormir."""
2,"E esse chão roxinho aqui é disponível apenas para mim, as outras pessoas não conseguem enxergar E olha eu subindo a parede! Olha só, eu cheguei e eu posso subir e fazer várias manobras para pegar as outras pessoas Isso é muito legal! Eu nem acredito nisso e eu já destruí aqui o carinha Olha o jeito que essa aranha ataca! Que horror! A gente tem que atacar até o fim! Eu sou muito assustadora, fala sério Coloquei aqui uma armadilha, olha o jeito que eu ando! Eu sou a Pigaranha mais assustadora de todas e não tem como eu atravessar as paredes, né? Vamos ver! Eu vi uma pessoa aqui e ela já vai ser pega! Olha, volta aqui que eu vou te pegar! Volta aqui que eu vou te pegar, garotinho! Eu sou a Pigaranha, eu sou a Pigaranha! E tem a garotinha aqui que talvez saiu correndo!",0.6797700524330139,0.15606789290905,0.1641620397567749,NEG,0.4115246832370758,0.0013087214902043,0.0279354937374591,0.0010598328663036,0.0511050224304199,0.0570205077528953,0.0030476581305265,0.3666224,Papile,Roblox,NOVA PIGGY ARANHA NO ROBLOX INACREDITÁVEL [2VHJJqKwQhY],,GZ,GZ,GZ,"🎬 Canal: Papile | 🎥 Vídeo: NOVA PIGGY ARANHA NO ROBLOX INACREDITÁVEL [2VHJJqKwQhY]
⏱️ Segmento/Index: 2
──────────────────────────────────────────────────
Fala transcrita:
""E esse chão roxinho aqui é disponível apenas para mim, as outras pessoas não conseguem enxergar E olha eu subindo a parede! Olha só, eu cheguei e eu posso subir e fazer várias manobras para pegar as outras pessoas Isso é muito legal! Eu nem acredito nisso e eu já destruí aqui o carinha Olha o jeito que essa aranha ataca! Que horror! A gente tem que atacar até o fim! Eu sou muito assustadora, fala sério Coloquei aqui uma armadilha, olha o jeito que eu ando! Eu sou a Pigaranha mais assustadora de todas e não tem como eu atravessar as paredes, né? Vamos ver! Eu vi uma pessoa aqui e ela já vai ser pega! Olha, volta aqui que eu vou te pegar! Volta aqui que eu vou te pegar, garotinho! Eu sou a Pigaranha, eu sou a Pigaranha! E tem a garotinha aqui que talvez saiu correndo!"""
7,"Oh! Pulou! Uau, boa! Beleza, pelo menos eu tô conseguindo... Destrui... Ai, pronto. Nossa... Não pode, não pode. Destrói... Destruindo os carros... Destrói os carros, gente! Boa, Ju! Meu Deus, meu Deus! Virando, virando, virando... Onde a gente tá? Ah, ó... eu falou que eu não tenho... O que que você não tem? Uiãããã! O que? Eu não tenho nada. Opa! Opa! Ah, mãe! O que aconteceu aqui? Ó, ele quer construir uma casa nova. Ele falou assim, você quer? Você pode quebrar pra mim? Ah, quebrar casa? Eu posso quebrar casa com o carro? Que legal! Não acredito! Ou não, gente? Vai! Moço, eu vou destruir a casa pra você, hein? Eu quero só ver. Nossa! E eu consigo quebrar com o teu carro também? Consegue? Eu acho que só você tá quebrando, na verdade. Eu acho que é só com o carro dele, mãe.",0.1684891283512115,0.4542701840400696,0.3772406578063965,NEU,0.5872856974601746,0.0021730959415435,0.0362905152142047,0.0012167854001745,0.0342861153185367,0.1886970102787017,0.0050500864163041,0.3389984,Julia MineGirl,Roblox,CARRO MONSTRÃO MINEGIRL Minecraft Mapas [DMyG_7gFyco],,GZ,GZ,GZ,"🎬 Canal: Julia MineGirl | 🎥 Vídeo: CARRO MONSTRÃO MINEGIRL Minecraft Mapas [DMyG_7gFyco]
⏱️ Segmento/Index: 7
──────────────────────────────────────────────────
Fala transcrita:
""Oh! Pulou! Uau, boa! Beleza, pelo menos eu tô conseguindo... Destrui... Ai, pronto. Nossa... Não pode, não pode. Destrói... Destruindo os carros... Destrói os carros, gente! Boa, Ju! Meu Deus, meu Deus! Virando, virando, virando... Onde a gente tá? Ah, ó... eu falou que eu não tenho... O que que você não tem? Uiãããã! O que? Eu não tenho nada. Opa! Opa! Ah, mãe! O que aconteceu aqui? Ó, ele quer construir uma casa nova. Ele falou assim, você quer? Você pode quebrar pra mim? Ah, quebrar casa? Eu posso quebrar casa com o carro? Que legal! Não acredito! Ou não, gente? Vai! Moço, eu vou destruir a casa pra você, hein? Eu quero só ver. Nossa! E eu consigo quebrar com o teu carro também? Consegue? Eu acho que só você tá quebrando, na verdade. Eu acho que é só com o carro dele, mãe."""
14,"Tô na hora. Eu vou comprar o skip stage porque agora eu tô bravo. Tá perdendo toda hora, Roxy? Não, eu agora não vou ficar sozinho agora. A velocidade vai cair mais ainda. Ô gente, eu tô num lugar todo escuro. Ai, tá cheio de mostrinhos. Cuidado, é um zumbi. Tá cheio de mostrinhos, tá cheio de mostrões. Eles são zumbis bem malvadões. Tem casca de banana no chão, querendo escorregar. Mas a gente vai conseguir escapar. Cuidado, zumbis. Cuidado, zumbis. Eles são zumbis. Zumbi é esse? Ai, tem muitos. Tem muitos, né, Niki? Tem muitos, né? Aqui, acabou. E pouca feia, parece cobra. Agora a gente tem que descer aqui. Agora o vento.",0.7535474896430969,0.2087517529726028,0.037700779736042,NEG,0.2536322176456451,0.0006367741152644,0.0239660050719976,0.0028093834407627,0.1253668963909149,0.0019300202839076,0.0023450884036719,0.30427247,Lokis,Roblox,ESCAPE DO MÉDICO DAS UNHAS GRANDES  Roblox - Tobys Hospital Scary Obby [eNRoqVq_B7w],,GZ,GZ,GZ,"🎬 Canal: Lokis | 🎥 Vídeo: ESCAPE DO MÉDICO DAS UNHAS GRANDES  Roblox - Tobys Hospital Scary Obby [eNRoqVq_B7w]
⏱️ Segmento/Index: 14
──────────────────────────────────────────────────
Fala transcrita:
""Tô na hora. Eu vou comprar o skip stage porque agora eu tô bravo. Tá perdendo toda hora, Roxy? Não, eu agora não vou ficar sozinho agora. A velocidade vai cair mais ainda. Ô gente, eu tô num lugar todo escuro. Ai, tá cheio de mostrinhos. Cuidado, é um zumbi. Tá cheio de mostrinhos, tá cheio de mostrões. Eles são zumbis bem malvadões. Tem casca de banana no chão, querendo escorregar. Mas a gente vai conseguir escapar. Cuidado, zumbis. Cuidado, zumbis. Eles são zumbis. Zumbi é esse? Ai, tem muitos. Tem muitos, né, Niki? Tem muitos, né? Aqui, acabou. E pouca feia, parece cobra. Agora a gente tem que descer aqui. Agora o vento."""
13,"Ou a gente luta com vampiros que tem aqui, ou a gente vai atrás dele. Mas, família, eu vou deixar para fazer isso no próximo episódio. Se vocês tiverem gostado desse vídeo de Minecraft Lobisomimus Vampiros, já sabem, deixem muitos joinhas aí embaixo. Fiquem com Deus. Jesus te ama muito. Um grande abraço e tchau! Falou! Falou!",0.0263175088912248,0.561924159526825,0.4117583334445953,NEU,0.0125954179093241,0.0006393169169314,0.0106885433197021,0.0015131321270018,0.0056542702950537,0.0007364667835645,0.0015957442810758,0.12520397,AuthenticGames,Minecraft,VAMPIROS SUPER FORTES NO MINECRAFT - Vampiro Vs Lobisomem 29 [23d_R4q54rc],,NT,NT,NT,"🎬 Canal: AuthenticGames | 🎥 Vídeo: VAMPIROS SUPER FORTES NO MINECRAFT - Vampiro Vs Lobisomem 29 [23d_R4q54rc]
⏱️ Segmento/Index: 13
──────────────────────────────────────────────────
Fala transcrita:
""Ou a gente luta com vampiros que tem aqui, ou a gente vai atrás dele. Mas, família, eu vou deixar para fazer isso no próximo episódio. Se vocês tiverem gostado desse vídeo de Minecraft Lobisomimus Vampiros, já sabem, deixem muitos joinhas aí embaixo. Fiquem com Deus. Jesus te ama muito. Um grande abraço e tchau! Falou! Falou!"""
3,"Eu vou pegar, eu vou pegar, eu vou pegar! Eu também vou pegar refrigerante, vamos ver aqui! Ai, os bebês não podem! Eu vou pegar a mamá dela! Ah, pode ser! Deixa eu ver se eu consigo! Eu amo leite! Eu vou comer uma cenourinha, virei coelho! Você é uma coelhinha feia! Ai, você que é feia, sua invejosa! Não, você que é! Ah, se você for ficar brigando comigo, eu vou embora pra minha casa! Tá bom, tá bom, vou parar de incomodar, eu tô fedendo, você quer tomar banho? Eu acho melhor, né? Porque você fica chorando toda hora, e tá saindo essa fumaça verde, que nojinho de você! É, parou, parou, também tô, você daqui a pouco vai começar a feder também!",0.2892611622810364,0.594529926776886,0.1162089258432388,NEU,0.92958402633667,0.0040737073868513,0.104402020573616,0.0025981315411627,0.2217720597982406,0.0138836503028869,0.0148044936358928,0.54325575,Papile,Roblox,PAPILE E NATASHA PANDA SÃO BEBÊS  no ROBLOX Bloxburg [r1iWJtV1Rbo],,T,T,T,"🎬 Canal: Papile | 🎥 Vídeo: PAPILE E NATASHA PANDA SÃO BEBÊS  no ROBLOX Bloxburg [r1iWJtV1Rbo]
⏱️ Segmento/Index: 3
──────────────────────────────────────────────────
Fala transcrita:
""Eu vou pegar, eu vou pegar, eu vou pegar! Eu também vou pegar refrigerante, vamos ver aqui! Ai, os bebês não podem! Eu vou pegar a mamá dela! Ah, pode ser! Deixa eu ver se eu consigo! Eu amo leite! Eu vou comer uma cenourinha, virei coelho! Você é uma coelhinha feia! Ai, você que é feia, sua invejosa! Não, você que é! Ah, se você for ficar brigando comigo, eu vou embora pra minha casa! Tá bom, tá bom, vou parar de incomodar, eu tô fedendo, você quer tomar banho? Eu acho melhor, né? Porque você fica chorando toda hora, e tá saindo essa fumaça verde, que nojinho de você! É, parou, parou, também tô, você daqui a pouco vai começar a feder também!"""
11,"Se o Herobrine aparecer, você pode tentar atacá-lo, mas agora vou precisar do seu machado. Olha, pega aqui esse machado, tenho esse aqui também, tenho esse e esse aqui que está quase quebrado. Eu peguei lá dos baús. Tá, eu vou estar usando esses que estão quase quebrando para fazer um melhor. E agora, Beto, eu vou destruir a casa dos animatronics. Tem certeza? Robby, não, é uma boa ideia, começou a chover e só foi você se aproximar. Já estava chovendo, não se preocupa, mas eu acho melhor você ficar perto da porta ali. Eu tenho uma vantagem porque essa armadura que eu estou usando, ela me dá um pouco de velocidade até me dar um pulo mais alto. Então vai ser fácil correr caso o animatronic venha atrás de mim. Espera, Robby, tem um Creeper no poço, ele vai acabar com tudo, tem um Creeper aqui. Calma, vamos tentar acabar com ele agora, não se aproxima muito. Vai, deixa ele por a cara para fora, toma. Ele não pode explodir, senão vai destruir tudo. É, mas ele está no meio da água, acho que nem aconteceu nada, mas calma, deixa eu ver, tem mais Creeper ali, eu não quero ter problema com Creepers.",0.2152246087789535,0.7233953475952148,0.0613800920546054,NEU,0.2211603373289108,0.0035417831968516,0.0197803601622581,0.0016281163552775,0.0156537257134914,0.1128238886594772,0.0025430708192288,0.3234372,Robin Hood Gamer,Minecraft,CASA SEGURA CONTRA ANIMATRONICS DO FIVE NIGHTS - Minecraft Herobrine 26 [feyQVw_NIPw],,GZ,GZ,GZ,"🎬 Canal: Robin Hood Gamer | 🎥 Vídeo: CASA SEGURA CONTRA ANIMATRONICS DO FIVE NIGHTS - Minecraft Herobrine 26 [feyQVw_NIPw]
⏱️ Segmento/Index: 11
──────────────────────────────────────────────────
Fala transcrita:
""Se o Herobrine aparecer, você pode tentar atacá-lo, mas agora vou precisar do seu machado. Olha, pega aqui esse machado, tenho esse aqui também, tenho esse e esse aqui que está quase quebrado. Eu peguei lá dos baús. Tá, eu vou estar usando esses que estão quase quebrando para fazer um melhor. E agora, Beto, eu vou destruir a casa dos animatronics. Tem certeza? Robby, não, é uma boa ideia, começou a chover e só foi você se aproximar. Já estava chovendo, não se preocupa, mas eu acho melhor você ficar perto da porta ali. Eu tenho uma vantagem porque essa armadura que eu estou usando, ela me dá um pouco de velocidade até me dar um pulo mais alto. Então vai ser fácil correr caso o animatronic venha atrás de mim. Espera, Robby, tem um Creeper no poço, ele vai acabar com tudo, tem um Creeper aqui. Calma, vamos tentar acabar com ele agora, não se aproxima muito. Vai, deixa ele por a cara para fora, toma. Ele não pode explodir, senão vai destruir tudo. É, mas ele está no meio da água, acho que nem aconteceu nada, mas calma, deixa eu ver, tem mais Creeper ali, eu não quero ter problema com Creepers."""
6,"Ai meu Deus do céu, o cara, o que eu pego ele no colo, galera? Eu não vou pegar ele no colo de jeito nenhum! Calma aí! Essa porra é muito legal, galera! Eu vou pegar ele no colo, eu vou pegar ele no colo, eu vou pegar ele no colo, eu vou pegar ele no colo, galera, eu não vou pegar ele no colo de jeito nenhum, calma aí! Essa profissão de motorista de aplicativo é muito difícil! Já aproveitando, eu queria que você comentasse aí o que você quer ser quando você crescer! Qual é a profissão dos seus sonhos? Comenta aí! Vamos ver qual profissão que vai ter mais voto aí nos comentários! Calma aí, eu vou tentar descer por aqui, ó! Aê, aê, vou conseguir, é, consegui! Pode entrar aí no carro! Oi, tudo bom? Ué, é esse aqui que eu tô usando? Esse é o carro? É, não é um barco, né? Tá na terra, é o carro! Eu vou fazer o seguinte, eu vou esperar lá em cima, tá bom? Não, você tá descer caralho, você fez o que você quer aqui, mas você vai me esperar lá em... Eu não acredito, galera! Esse cara tá me fazendo de besta! Eu tô andando aqui, galera, e encontrei essa casinha no meio da água! Será que é aquela casinha que a gente precisa entregar essas comidas? E uma coisa que eu tô vendo, eu não vou poder usar essa motinha pra entregar não, eu vou ter que nadar! Ai meu Deus do céu, isso aqui não tava na parte do trabalho não, hein! Vou cobrar um extra!",0.0923683419823646,0.342221051454544,0.5654106736183167,POS,0.9338719248771667,0.0131808165460824,0.1788949519395828,0.003205340122804,0.0607976727187633,0.0384581498801708,0.1228129789233207,0.50789946,Kass e KR,Minecraft,Meu AMIGO NAMOROU uma VILLAGER por 24 horas no Minecraft [k778n_iTM-U],,T,T,T,"🎬 Canal: Kass e KR | 🎥 Vídeo: Meu AMIGO NAMOROU uma VILLAGER por 24 horas no Minecraft [k778n_iTM-U]
⏱️ Segmento/Index: 6
──────────────────────────────────────────────────
Fala transcrita:
""Ai meu Deus do céu, o cara, o que eu pego ele no colo, galera? Eu não vou pegar ele no colo de jeito nenhum! Calma aí! Essa porra é muito legal, galera! Eu vou pegar ele no colo, eu vou pegar ele no colo, eu vou pegar ele no colo, eu vou pegar ele no colo, galera, eu não vou pegar ele no colo de jeito nenhum, calma aí! Essa profissão de motorista de aplicativo é muito difícil! Já aproveitando, eu queria que você comentasse aí o que você quer ser quando você crescer! Qual é a profissão dos seus sonhos? Comenta aí! Vamos ver qual profissão que vai ter mais voto aí nos comentários! Calma aí, eu vou tentar descer por aqui, ó! Aê, aê, vou conseguir, é, consegui! Pode entrar aí no carro! Oi, tudo bom? Ué, é esse aqui que eu tô usando? Esse é o carro? É, não é um barco, né? Tá na terra, é o carro! Eu vou fazer o seguinte, eu vou esperar lá em cima, tá bom? Não, você tá descer caralho, você fez o que você quer aqui, mas você vai me esperar lá em... Eu não acredito, galera! Esse cara tá me fazendo de besta! Eu tô andando aqui, galera, e encontrei essa casinha no meio da água! Será que é aquela casinha que a gente precisa entregar essas comidas? E uma coisa que eu tô vendo, eu não vou poder usar essa motinha pra entregar não, eu vou ter que nadar! Ai meu Deus do céu, isso aqui não tava na parte do trabalho não, hein! Vou cobrar um extra!"""
5,"Opa Nossa, mas não, sai, sai, sai É meu, é meu, é meu, é meu, é meu de minério, minério, minério Sai, sai, sai, meus diamantes, meus diamantes Tá, agora eu vou voltar lá pra crafting table Aproveitar que eu tô com esses diamantes Se ela não quebrou, né, com a explosão, ela quebrou com a explosão Mas não tem problema porque a gente pode fazer rapidinho Ó, outra crafting table, só quebrar o bloco e... Nossa, meu Deus, nossa, você já tá bem, tem muito bloco da sorte de você aqui, sério Ó, agora, McFly, eu tenho um peitoral de diamante Tô cada vez mais evoluindo e também um capacete de diamante Olha, gente, eu tô muito protegido Quero ver as dinamites do McFly Nossa, o que aconteceu aí, enquanto eu tô com o morcego? Uma bruxa! Ah, parece uma bruxa, cara, eu vou te ajudar Sai pra lá, sai pra lá, beleza Vamos quebrar aqui mais alguns Espada, que isso?",0.0696006789803505,0.817562460899353,0.1128368228673935,NEU,0.2036563456058502,0.0047642192803323,0.0426610149443149,0.003515436546877,0.0463731661438941,0.0042387805879116,0.0069254976697266,0.21374844,JP Plays,Minecraft,ENCONTRAMOS LUCKY BLOCKS DO JP  PLAYS NO MINECRAFT [C3ziw_oCk9s],,GZ,GZ,GZ,"🎬 Canal: JP Plays | 🎥 Vídeo: ENCONTRAMOS LUCKY BLOCKS DO JP  PLAYS NO MINECRAFT [C3ziw_oCk9s]
⏱️ Segmento/Index: 5
──────────────────────────────────────────────────
Fala transcrita:
""Opa Nossa, mas não, sai, sai, sai É meu, é meu, é meu, é meu, é meu de minério, minério, minério Sai, sai, sai, meus diamantes, meus diamantes Tá, agora eu vou voltar lá pra crafting table Aproveitar que eu tô com esses diamantes Se ela não quebrou, né, com a explosão, ela quebrou com a explosão Mas não tem problema porque a gente pode fazer rapidinho Ó, outra crafting table, só quebrar o bloco e... Nossa, meu Deus, nossa, você já tá bem, tem muito bloco da sorte de você aqui, sério Ó, agora, McFly, eu tenho um peitoral de diamante Tô cada vez mais evoluindo e também um capacete de diamante Olha, gente, eu tô muito protegido Quero ver as dinamites do McFly Nossa, o que aconteceu aí, enquanto eu tô com o morcego? Uma bruxa! Ah, parece uma bruxa, cara, eu vou te ajudar Sai pra lá, sai pra lá, beleza Vamos quebrar aqui mais alguns Espada, que isso?"""
